textId,content
i_37ef8d0d775e,听说是北京。时间好像是4年或者5年。
i_b21d1661610d,这么长啊。太田一个人去?
i_64eff866d2be,不，夫人也一起去。所以，下星期要开一个欢送会，你时间方便吗?
i_84d795d39d86,下星期……星期二有安排了，其他时间都可以。
i_c884f71d94b2,知道了。那么，再联系。
i_886354aa36e2,朋友打来的，小野?
i_ec2df8712791,哟，你听出来了?
i_652d0322a8aa,嗯。因为不是你平时的说话方式。
i_e9c0189f0d96,周末或节假日，小野女士有时散步，有时买东西。
i_380ed511bcfe,日语老师既有中国人，也有日本人。
i_846f7578bf0e,我今年夏天去不去北京，还不知道。
i_13d88cf08e97,请告诉我钥匙在哪儿。
i_f3c0b528c2f3,周末做什么了?
i_034b81d9230b,滑冰了，还打保龄球了。
i_33a4b5099136,到北京的机票大概多少钱?
i_bc3c8afe9d48,因季节而不同／各个季节不一样，有时贵，有时便宜。
i_5a638d7a2fad,小李，工作忙吗?
i_eaf56b5ba904,嗯，每天不一样，有时闲，有时忙。
i_4d4c0b3fac68,(你)知道森先生几点来吗?
i_247face511f0,不知道。今天来不来不知道。
i_d940d449e8d6,小野，决定买什么了吗?
i_f8e96a4ba06a,浴衣怎么样?
i_91d7798c2c75,不错。不过，是不是贵点儿?
i_f3be9df7e099,有贵的，有便宜的，种类很多。啊，对了，买块儿布料我来做。
i_d6cef7601cda,日本的生活怎么样?
i_3a19d773cf58,泡了温泉，还看了歌舞伎，(过得)非常愉快。
i_f57575a568d5,你告诉你父母什么时候回去了吗?
i_740a62608626,嗯，昨天用电子邮件告诉我母亲了。
i_f13dac87b7fa,你父母会用电子邮件吗?
i_1123b97252d9,(我)母亲会，我父亲(只)打电话或写信。
i_037bf2e3767e,回北京以后，(你)有什么打算?
i_0907a0608cf0,想(先)休息一个星期。因为春节没休息。
i_04a47be52014,休息期间，做什么?去旅行吗?
i_5e2930ea6f2d,去不去旅行还不知道。可能(主要)是见见朋友，吃吃饭什么的。
i_7264b19aca46,(我)想小李马上就来。
i_bf3d6c5a4d51,老陈说要去参加晚会。
i_4cae09b3eaa6,对不起，我头疼。
i_e8f3a5922b16,(我)想去东京塔，怎么走好啊?
i_8e419d065355,关于日本音乐，(你)怎么看?／(你)怎么看日本音乐?
i_a8d2b18281f5,(我)觉得很棒。
i_ef6d3089ecca,科长说什么了?
i_cae05ec597c7,说下午出去。
i_ebd10c6df0cb,为什么不吃呢?
i_26ca054188f0,已经吃饱了。
i_7beef0799a25,我在找小李，(她)在哪儿?
i_2198142a2172,(我)想是在会议室。
i_057058ffb031,终于要分别了。
i_92925c996bac,谢谢(你们)了。(这半年来，你们)给了我很多关照。
i_ee14f5a97eb3,哪里哪里。时间虽然不长，但(相处得)很愉快。
i_a33588940022,科长出差了，让我给你带个好。
i_9f6073796fc5,是吗。也请代我向吉田科长问好。
i_1a3167168f51,好，一定转达。
i_da5d9dfe877a,这是一件浴衣。我自己做的，送给你。
i_30a0afdec9dd,你自己做的?真了不起。谢谢。
i_668c53abeab5,小野女士，森先生，两位<什么时候>一定要到北京来啊。
i_b9db82de3fc1,行，一定去。到时候(咱们)一起看京剧吧。小李，请多保重。
i_e5b575695d99,我什么时候也要到北京去的。小李，路上小心。“再见！”
i_2f656f9253d6,再见。<下次>北京见。
i_311ccacb51bb,这是明天会议要用的资料。
i_91db186b985e,我明天乘坐的飞机是中国航空公司（的）
i_58de4d4d900c,（我）把在中国买的CD借给朋友了。
i_62b3260b0046,（我）想要操作简单的个人电脑。
i_e24b9bf5c70b,小李，这个人是谁？
i_56318067fd05,那个人是在中国很受欢迎的女演员。
i_c6275578cc7f,在（那个）窗户那儿的人是谁啊？
i_5fe54a398b1c,那是接待处的小戴。
i_c4d4687447c9,（你）在干什么？
i_f457702f2b19,（我）在读昨天小李送我的书。
i_45bb7519cc5e,在这个公司里歌唱得最好的人是谁？
i_34f51528254a,我想是森先生。
i_1007f219c852,今天入住的宾馆是天安饭店，对吧。
i_d121da8c8654,是的，请你先在宾馆住一个月左右，慢慢找住处吧。
i_cde6c74525e4,这条路真直啊。
i_d5a4e781ee49,这是连接机场和北京市区的高速公路，到市区大约要30分钟左右。
i_7f11b5a6953e,哎，这是日本歌啊。
i_764448389caf,是的。日本朋友送给我的CD。
i_a842a5568aa0,（你）喜欢日本歌吗？
i_5df4d5af7999,嗯，非常喜欢。中国有很多人喜欢日本歌儿的人。
i_5703670cdbad,那座白色的大楼是什么？
i_f1a7ee86e4ac,那是最近盖好的（大楼）。小马，你知道（那）是什么楼吗？
i_3f5e7ad0341b,啊，那是汽车零件制造厂。
i_a790a3002573,车多起来了啊。
i_ece2670119e1,是啊。现在走的这条路〈是〉三环路，这一带经常堵车。
i_661c7b88487f,〈因为〉三环路在北京是交通流量最大的公路。
i_2b82efe243f6,骑自行车带人很危险。
i_af519e77e6de,（我）忘了寄信了。
i_72e17990f8f3,明天早晨会下很大的雨吧。
i_4acd6abb1e81,森先生今天也许不来〈公司〉上班。
i_1e8cf9e61b4d,小李你喜欢画画啊！
i_6233865d54ca,是的，非常喜欢，不过画的不太好。
i_6e646dabb59a,吉田先生调动工作了，你知道吗？
i_c62d186fb5df,哎，真的？我不知道啊。
i_fd97b8ce0c6d,会议几点结束？
i_c2235d0faef4,两点结束吧。
i_25765fa7e24e,小马还没来啊？
i_1dff420b585e,也许今天不来了。
i_058e9b21e5af,初次见面，我姓杨。(说着，伸出了手)
i_ebd076620219,初次见面。我姓森请多关照。（一边说，一边开始鞠躬，转而慌慌张张地伸出了手）
i_4c6aae7f888a,日本没有握手的习惯吧。
i_8f3b0df088c0,是的。因此，一不注意就忘记握手了。
i_606690bee453,在中国一般都握手吗？
i_fc618a047275,是的。在日本，除了鞠躬还有别的寒暄（方式）吗？
i_70dfa12e109f,怎么说啦？……也有挥手啦，握手什么的，但大部分人还是鞠躬。
i_7ca189ae4d35,老陈，森下午的安排是拜访（各有关部门），对吧？
i_972627028743,是的。现在是1点半，从现在起能转四家公司吧？
i_73c317b0d906,是啊。也许能转五家公司呢。森先生，这回可不要忘记握手哟。
i_4234da6f2b1e,（我）小时候发生过大地震。
i_299f744f3f3c,看电影时，（我）经常坐在最后的座位。
i_a137ff02a15b,小李正边看电视边吃饭。
i_9b32136d9599,小李，（你）明天参加联欢会吧。
i_e7e802a41c16,学生时代（你）学生什么（专业）了？
i_3da0128f16bb,（我）学日本经济了
i_7ffc5632f3f6,小马，（你）不忙的时候（请）把这个文件整理一下。
i_fc4e702864a2,好的，（我）知道了。
i_00e97ba8bcdf,叶子边打工边上学呢
i_1cbb9400eecd,是吗？真够辛苦的。
i_9ab3020f7d39,森先生，昨天你在车站附近的咖啡店来着吧？
i_df2188495cff,是的。因工作我和杨先生（在那儿）见面来着。
i_95033e8c9391,我今天早晨在公园散步时看见许多人聚在一起
i_016ab7ab2ac1,啊，老年人很多吧？
i_63a1253502f6,是的。在打太极拳、做广播体操。
i_42db75f86e0c,这叫晨练。也有人跳交际舞吧？
i_e7f49433b1e4,是，有。还有人边跳边唱呢。
i_0df3de6b6a75,进公园时（我）买了门票，每个公园都收费吗？
i_d6d496543691,是的。收费的公园比较多。
i_89952b4e1949,那么进行晨练的老人也要买门票吗？
i_f82a7be3ccda,是啊。但是每天都去公园人的有优惠。
i_67181e9a0967,说起来。我小时候常常和祖母去公园。
i_9a0f9d388d09,啊？是一起运动吗？
i_3c6a16b42d00,不是。我边玩儿边看祖母打太极拳。
i_9cf25efa3fd5,休息的时候我也去公园跑跑步。
i_ac4de4c39c0a,早晨、傍晚凉爽的时候运动运动，挺舒服的。
i_02d9d9eb9faf,小马给了我（一张）地图。
i_51efa306d463,森先生帮老年人拿行李了。
i_17c04b6e5df4,森先生请小李带他游览了北京。
i_d944ad246afb,（一位）妇女帮我捡起了钱包。
i_3892ea441152,好漂亮的围巾啊
i_c1add4879277,是啊，过生日是小野女士是送给我的。
i_28e87cb8e1b1,森先生明天搬家吧。
i_ebf8b535e154,是的，大家帮他一下吧。
i_d7145d62b90e,（我）不明白这篇文章的意思。
i_11097619c95c,让小戴给翻译吧，〈因为〉（她）擅长英语。
i_99e25b4a424d,你寄给我的茶很好喝，谢谢！
i_5af4b7802d1c,不（用谢），别客气。
i_195e89d8d476,森，住处（已经）定了吗？
i_efd15d109dbe,还没有，刚才老陈给我介绍了一家房地产公司。而且，小李、小马也都在帮忙找呢。
i_268a59515004,经理，搬迁的地址定下了。
i_f73a730e0647,那太好好了。在哪儿？
i_ced46901266a,在国际贸易中心附近。
i_9e9aef4e293e,是国贸啊，那一带我很熟。
i_288e295855ff,是吗？
i_53dd619209c6,是的。回头我带你去那一带转转。
i_ce496071621b,谢谢。
i_1493a09db390,森明天搬家吧？
i_51f3aad4985a,是的。小李和小马来帮忙。
i_931423e0c6e7,家具怎么样了？
i_9417706601fa,已经买好了，（家具店）明天送来。冰箱是加藤经理送的
i_450c97a417ec,关灯！
i_e150d96966db,读下面的文章，回答提问。
i_d37a25b00a0d,不要在这儿停车！
i_5fe07947ca2f,这个符号是“禁止吸烟”的意思。
i_8805ad52420a,刚才部长说什么了？
i_495fd5805df7,说“快交文件”。
i_3f26325eeba0,阿诚、快去洗澡！
i_2698e8d82fe1,我正在写作业呢。妈，您先洗吧。
i_b2d5449adea6,对不起，这个该怎么读？
i_a04925a24385,读“たちいりきんし”是“禁止入内”的意思
i_cbb6dfdbb69a,（你）知道这花的名字吗？
i_050b928dc404,知道啊，那是（一种）叫“紫藤”的花。
i_30e0d918cda8,森下面该你唱了。
i_832b9b62d0ac,对对。森“歌いなさい”！
i_1ed025bce8d0,小戴，森的年龄比你大，对他说“歌いなさい”不太礼貌噢。
i_8896a6715df5,是啊。这种场合要说 “歌ってください”
i_7f4a14069c98,是，明白了。森，对不起！
i_37155856e67f,在日本的时候，经常听到日本的男性对朋友说“来い”“ 遠慮するな”这样的话语。这些话只对熟悉的人说吧。
i_1f086e42384a,是的。不过，女性不太说。还是用“遠慮しないでください”比较好。
i_623e6b59d58d,也有女性把“ください”去掉，光说“遠慮しない”之类的。
i_fabdc9791ccb,是吗。汉语中对熟悉的人也说“来，来！”“别客气！”而不用请字这个字这倒是一样。
i_21c0c782fed7,是的。还有，我在棒球场听到有的女性喊“頑張れ！（加油！）”
i_a24fbb363689,危险的时候或者没有时间客气的时候，这样说也可以。
i_e479beb8e9fe,〈因为〉已经11点了，睡觉吧。
i_b4cbb4a5c8da,（我）今天不想〈去公司〉上班。
i_ab333f349cd0,明天（我）想去医院。
i_3722b02f130a,行李很重，所以用送货上门的方式送达。
i_009b40da448f,工作结束后，去喝酒吧。
i_e109b95af2f9,对不起，我明天要早起，今天有点……
i_e928cc3c7930,已经很晚了，我该回家了。
i_e6d71884a6ea,（您）辛苦了，路上小心。
i_a194e0900dbe,马上就要到黄金周了，（你）有什么安排吗？
i_1d0f1cfce92d,（我）想坐船游览长江两岸的风光。
i_fd5ef048cb5e,星期六还工作吗?
i_98333dbce39a,是啊，有客户从香港来，（我要）去机场迎接。
i_aae3e6ee00d5,这个周末大家要去郊游……
i_b5b25af81343,好啊去哪儿啊
i_7b78d65fce62,想去香山
i_8104b0c0d49d,森，你来晚了
i_9e0e4648dbe9,对不起，正要出门的时候，来电话了
i_9685780cecfc,是吗。嗯，得，没辙。（面向小马）小马，人都到齐了准备出发吧。
i_cb737ea8df3f,好的，出发吧。
i_60bfb4c9431e,〈香山〉附近有北京植物园，回来的时候想顺便去一下。
i_65590da04ac8,好啊。我喜欢花，能去看看就好了。
i_136ccc15c16e,这么多人啊
i_e1c8e7ea8043,〈因为〉现在正是郊游季节嘛。
i_0e839e47edfa,这个季节，任何一个景点都是游客爆满。
i_5e83073cf56c,秋天的香山也很美哟。下次想来看红叶。
i_78c7fd9c4b1c,按下这个钮，电源就接通了
i_f8d53ce5e9dd,那台电脑偶尔会死机。
i_b8b07664d774,小马出色地整理了报告。
i_86fc407a1462,小李来吗？
i_165c336544d1,劳驾，市政府怎么走？
i_ec01ae628310,这条路一直向前走，有一家百货店。市政府就在那旁边。
i_5590cfe0a4c6,谢谢。
i_2de88afe197a,（你）每天都正经吃早饭吗？
i_7db4315952c6,是的不过偶尔也有不吃的时候
i_97737c550d22,哎呀，下雨了
i_98fbccdfdc20,真的，早点回家吧。
i_591f92acf2c1,请问，小马在哪里？
i_dedd404fbb43,小马刚出去了。
i_6dff1a8fab03,从这儿拐过去，有一个小公园，孩子们经常在那里打乒乓球。
i_3e0d9c031920,乒乓球？在公园？
i_e3e94a995d4f,是啊。那个公园里有混凝土做的乒乓球台。
i_94edb32a7dd5,用混凝土做的乒乓球台？哎，有意思。
i_cdad88066668,是呀，想打的时候，随时是可以打，偶尔从公园那边经过，总有人在打。
i_6e4662857426,从这里大概走300米左右，有个体育中心。
i_42f6b5f58cf9,体育中心？谁都可以利用吗？
i_601ab0f8690f,是的，谁都可以利用。不过是收费的。
i_ab2d695766b2,你也经常去吗？
i_142136e56b30,（我）有时去游泳池游泳。不过不是会员的话，8点以后就不能进去了，所以我想入会呢。
i_e4e46163a936,入了会还有其他优惠吗？
i_67b525c86c8e,会员的家属也可以享受优惠价。
i_2bc1c4ec96d1,现在几点了？
i_9c1ee473c823,就快1点15分了。
i_184d58b82367,那得〈马上〉回去了，要不下午的会议要开始了。
i_e5d570f0e0ab,这个星期天打算去游乐园
i_8833ca51f5d0,明天和朋友去看电影。
i_c6d59a09c76a,从下个月期工资涨了。
i_b226e82c18e0,听说小马的儿子今年上小学。
i_e2d0a3ad0ced,我打算用这次的奖金买车。
i_5015eb017b10,是吗？不错呀。
i_8608d7b626aa,你坐火车去广州吗？
i_3880ded43d10,不，（我）〈决定〉坐飞机去。
i_e37856b0f5a5,小李，是去出差吗？
i_7e2b3f9d4641,是的，〈我〉从星期一起去香港三天。
i_d8832eb911b7,据报道今年冬天流行流感。
i_fe76a4a480e2,是吗？那（我们也）注意点吧。
i_fe9dbbd1e9a7,小李，五一黄金周你有什么打算？
i_232b645a41b1,我打算带小野到北京各处转转。
i_c3928467e0ec,天气没问题吧。
i_2baa455ec9ae,天气预报说，连休期间一直是晴天。
i_35ecf95b0880,小野说（她）要到去太田家。我也一起去，你呢？
i_30b9a2f0f611,（她）给我发来了邮件，我也准备一起去。
i_120020db4219,小野来邮件说，要在太田家一起包饺子。〈所以〉要我帮忙。
i_4e611ce43356,包饺子？那好呀！
i_a384eeca1110,哎，太田先生是怎样的一个人？
i_fce444ea4ac8,（我）来北京后见过一面，是个很爽快的人。听他说在一家体育用品公司承担宣传广告工作。
i_49ebf3a2380d,那说不定还要一起工作呢。
i_453d332780e1,是啊。因此我也想尽量（跟他）保持联系。
i_f9280a4eb696,电车突然停了。
i_adbb3fd285e5,房间的灯关着。
i_90e10a83b6e6,森先生把奖金都花光了。
i_babfe7572465,这个蛋糕看上去很好吃。
i_7517fa286347,是你开的窗户吗？
i_d88d76354efa,不，是风刮开的。
i_abcec83a9123,剪刀在那儿？
i_b27b7f7db0c4,在抽屉里呢。
i_1f818f06150e,从爷爷那得到的（那块）手表坏了。
i_3f6d0756b073,那太遗憾了。
i_be5eaad708dd,好像要下雨。
i_7bf6c10010e8,那明天的运动会也许会终止的。
i_68374c98c440,我到早了，不知森他们到了没有？(看看长队)要说，这排队的人可真多啊。
i_aa155ad4a7bd,小李！
i_c61e0d77a963,（小李跑了过来）小野，好久不见。
i_e48e60f0b0f4,真是好久不见了，看起来你起色挺好啊。
i_6125b0a72155,嗯。你也挺精神的嘛。
i_9e3b31bd2e85,对不起，小野，我来晚了。
i_1a5b9107bebe,真是江山易改，本性难移啊。森，不过你看上去挺精神的，这比什么都强。
i_7aa6e2e078f6,小野，你的旅行箱好像很重啊。
i_f571004b5d93,是吗？装了一些衣服和小东西。里面大半都是空的。我这是第一次来北京，所以想买很多礼品带回去。
i_836d6d7419c0,咦，后备箱没开。
i_efa59b262572,让司机开一下吧。
i_de6ab02f6c60,墙上挂着挂历。
i_0cf58e4ac25b,客人来之前把房间打扫好。
i_2011c81341e6,太田先生试着用汉语写了（一封）信。
i_995f9b0c0a3a,我正在为去日本留学攒钱。
i_21c0d1eff3e2,森先生，（你）把车停在哪里了？
i_70e29bfbea43,停在公园前面了。
i_fe2e76dd2f8f,森先生，会议的资料怎么办？
i_3510c8d0160f,〈请〉复印好10份。
i_af41a09828b9,我做了咖喱饭，〈请〉你尝尝。
i_7a6378b51cfe,哇，看上去好香呀。〈我吃了。〉
i_1fab3d634e96,太田先生，〈您〉戒烟了吗？
i_e246b01ed8f1,是的，为了健康，〈我〉戒掉了。
i_40bffb292070,为了欢迎你，我们预定了一家有特色的餐馆。
i_35c055169749,真的！？太谢谢了。
i_5eeb5c6ef097,是（一家）北京烤鸭很不错的餐馆。
i_30a82a9e9557,哇。烤得真好啊。
i_a042ad9eec7c,是啊，这颜色看上去就挺好吃的。
i_8c530ab0fae2,（尝了一口）真好吃。我以前从来没吃过这么好吃的〈东西〉。
i_001a7114e2b2,还得说本帮菜最地道，你说呢？
i_012350aa461c,是啊。真地道。这次我自己卷一个试试。
i_ac7150ce31b3,还点了很多其他菜呢。
i_078909a4d198,小野，你今天可得吃好了，明天开始日程很紧张，要到处去转。
i_21225e23f9d9,剩了这么多，太可惜了。
i_f66c06fde76c,是啊。那么，（我们）打包带走吧。
i_5b107d479257,小野，今天还预定了卡拉OK，怎么样？
i_af8271bad03c,我当然想去。
i_2e21f3148796,明天要是下雨，马拉松大会就不搞了。
i_279df3849280,回到日本也请继续学习汉语。
i_7b9cd5138328,今年的暑假只有三天。
i_d8b133232091,会议室只有小李一个人。
i_45bccc8baec1,大学毕业后你有什么打算？
i_bc0e1b1357be,（我）想去外国工作。
i_1dbc8dadccef,小马（有点儿）没精神，发生什么事儿了吗？
i_cfff0d73f3e1,无论（我）怎们问，（他）什么都不说。
i_4d08caaecf0e,小李，资料还没准备好吗？
i_c27b7a7e913e,对不起，再等一会儿就好了。
i_cdd4646ea06c,这个游戏车大人也能座吗？
i_2af8fb2bb2b1,不行，只能孩子坐。
i_dc1563e50c4c,对不起，要是有酒的话，给放一点儿好吗？
i_b5121451de70,一勺就够了吗？
i_245843a75692,不够，放三勺吧。
i_912894c1c3cd,小李做饺子的手艺真不错。
i_1477ec98629c,是呀。在北京家家户户都自己包饺子吃。就是小孩也你能包的很好。
i_27e6268f2150,我照着书做也老是做不好，怎么做才能好吃呢？
i_35576fc5ee19,多做几次慢慢就会做了。
i_f7fdd88bf6de,要是有时间的话，我们再一起做吧。
i_f15486060ec2,要是准备好了，咱们就干杯。
i_5c460480ed5b,祝大家健康，干杯！
i_f313c17fe742,森，你也真能吃，我再努力也就能吃20个左右。
i_b019da63126a,要是小野做的饺子，我吃30个也没问题。
i_18400bc819b4,我迟到了，真抱歉。
i_0538f2154a02,这张照片申请护照用。
i_4bdf6dc59ce7,小张（整天）光喝酒。
i_5dcdbce7df2b,可以看到机场的入口处站着警官。
i_795d678f5c9d,老陈，明天的联欢会（你）去吗？
i_3726632ebd1e,不行。明天（我）有工作，去不了。
i_c435524bb096,哇，这么小的照相机呀！
i_f76fc6cf1835,是呀。这照相机很轻，携带非常方便啊。
i_30304e5ae9ad,（你）为什么光吃蔬菜呀？
i_ff68e98fad02,（我）正在减肥。
i_afa0a21f4554,你听到小李叫（你）了吗？
i_d9f876ea03fd,（没，）我没听到。
i_c048f65fe85b,你们听到一种奇怪的声音了吗？
i_92756da90cf4,(手指天空)（那是）风筝的声音。你们瞧，那儿在放风筝，看见了吧？
i_10d84b098ace,啊。真的。刚才我听到的是风筝的声音啊。
i_7ff725f1d5db,太田夫人，你习惯北京的生活不容易吧？
i_591a682247ea,是呀。特别是开始的时候语言不通，非常困难。
i_e019968e2254,现在怎么样，已经很流利了吧。
i_a9cc763ff512,哪里，不过日常会话是没问题了。
i_951efb923c82,买东西呢？
i_cc46edc73a0e,自己去市场买。市场上除了吃的东西以外，还买其他的，（购物）非常方便。
i_f611e382e1ae,是呀。市场上是不是称斤卖的店比较多？
i_7170ab1399bb,是呀。（那时）买食品时净说那些自己会的说法。鸡蛋也是1斤，苹果也是1斤……
i_c953ff70b34b,欸，来这里后您和您先生一起去哪儿旅行过吗？
i_b198efff7fa8,没有，他光是工作、工作，我们哪儿也没去。
i_0f4070fea5b7,如果获胜，就能够参加奥运会。
i_e5516887ac0c,如果去天安门，坐地铁很方便。
i_7d3e44efa57a,去看电影怎么样？
i_90be09cba015,联欢会上，碰到了小戴、杨先生等许多人。
i_a0dbf3753fe7,我不知道老陈的手机号码……
i_34cc214cfe85,问小李就知道了。
i_5a9bb6baaf1a,小李去游泳怎么样？
i_21b270cc074a,今天有点事儿。明天到时有空。
i_87ee04877f33,最近有点胖了。
i_5fdbc123d11f,那就运动运动怎么样？
i_8d0a13fd94b2,叶子女士，（最近）大甩卖，昨天你去了吗？
i_9541c5d26ec8,嗯。买了外套、鞋等好多东西。
i_1fda239f14a9,到“八达岭”需要多长时间？
i_7a958a2a4fe8,走高速公路的话，大约1个小时。如果乘火车的话，需要两个多小时吧。
i_cb1f2547641a,还能乘火车去呀？
i_96ef1ef4c171,是的。如果乘火车的话，北京北站很方便。有直达列车。
i_cb0e88ee1edb,“八达岭”是万里长城的旅游景点之一。离北京很近，是有名的（一处）景点。
i_509da1e7ac46,（我）以前在电视啦摄影集中看过，但实地这么一看，规模确实宏大，不愧是“世界遗产”。
i_e42865a0c246,为什么叫万里长城呢？
i_da46c5e4a802,长城全长5000公里以上。在中国，“1里”等于0.5公里。因此，如果换算成中国的计量单位，就超过1万里了。
i_196388a3121b,我想买点礼品……
i_5f7e6fd57eb2,买礼品的话，T恤衫啦纪念章啦，各式各样的都有。
i_a44fe4e8f704,是吗。那就买纪念章什么的吧。
i_0598e4f42615,慢慢找的话，还会有一些其他好东西。
i_15e6e22eb11e,小戴会说英语
i_7c2f645daed7,为了让人看得清楚，（把字）写的大大的。
i_5626b942629c,伤已经痊愈，能够走路了。
i_3a53abea0c4a,老陈坚持每天看英语报纸。
i_37255eb91e93,小戴能吃寿司吗？
i_25bd1a336f11,没问题。我什么都能吃。
i_507569d5e8eb,小李，两点左右离开公司哟。
i_9a9110e10453,好的。（我）已经准备好了，随时都可以出发。
i_a3611e7d0c45,小野女士，（你）会自己穿和服吗？
i_e7b672157411,是的，（我）跟母亲学得能（自己）穿了。
i_5432940f9db3,为了保持身体健康，（你平时）做点什么吗？
i_f796588d1244,是的，（我）每天早晨坚持散步1小时。
i_7907275a7bb9,这种小巷就是“胡同”吧？
i_3322b316b4f7,是的，这一带是北京传统的街道。〈有人〉实际住着，〈所以〉请别照相。
i_77204db50888,知道了。可是，这条道能走得出去吗？
i_429025a3d375,能。虽然曲里拐弯，但是能走得出去。
i_54f92bb75e44,胡同让我感受到古老的北京，真是太好了！
i_80d0c1322823,是啊。所以有空或者有外国朋友来的时候，（我）总要到胡同来走一走。
i_d318f719e816,小野，能吃油条吗？
i_527b2d7d0f01,能。非常喜欢！
i_f6897637a263,挺烫的，注意别烫着了。
i_423a6196a287,近来盖公寓、盖楼房，胡同拆了不少。
i_378bd7ad448e,总觉得很可惜啊！
i_2a590d46c180,是啊。现在能看到胡同的地方已经很少了！
i_5cc933a47e11,戴着眼镜看书。
i_7664695b5449,因为〈道路〉施工，道路非常拥挤。
i_e40cc8f1f887,小李急急忙忙地回去了。
i_b6aed3fd6ec3,去年，在日本看了歌舞伎。
i_7d9746738857,森先生带伞了吗？
i_15af99ae6d98,没有。没带〈就出去了〉。
i_f36625347ced,小李，〈你〉可来晚了。
i_b6a85a7d124e,对不起，〈因为〉出了事故，电车晚点了。
i_700e47e8d431,上来这么多人啊！
i_597303ef534a,是啊。〈因为〉正好是上〈下〉班高峰。
i_4fb2fb68bec0,我去寄封信〈就回来〉。
i_92d39ead7d1b,那么，帮（我）把这个也寄了吧。
i_55bcf4c2ce86,这座城门以前因为火灾烧毁过两次。
i_13659c353bfa,是吗？这可真是座雄伟的建筑啊！能进的去吗？
i_179c63789a35,能，进得去。（我）去买票吧。
i_e2ea23de75c3,不能带包进去，存在这儿吧。
i_8f9af702a85e,从天安门城楼上可以看到各式各样的建筑吗？
i_2bd2bc04734a,是的。不过，今天早上有雾，我想可能看不远。
i_8bb34d285c76,这里又叫“紫禁城”，还曾拍过电影呢。
i_375024c63e4c,是的是的。我就是看电影以后，才想一定来（这儿看看）的。好容易来到北京，不看看这儿是不能回去的。
i_aaba8612fb15,屋顶是黄色的，真漂亮啊！
i_4651410a5b65,是的。那叫“琉璃瓦”。与蓝天很和谐吧。
i_e1a929dc4126,小李，以那座建筑为背景，一起照张相好吗？
i_4e9e09b7cd6f,好的。
i_a33afb4cf276,（我）正要和朋友一起去吃饭。
i_5cdd2b4a6ac0,森先生正在整理会议资料。
i_2facd1ce2626,小马现在刚刚到达机场。
i_ecdbd9a2486b,这条单轨铁路是去年刚开通的。
i_6e3ad78ecac2,喂！森先生，（您）现在在哪里？
i_0d49f2a5e60a,（我）正要出门。
i_66d16ed30be4,森先生飞向上海的最晚航班是几点，（您）搞清楚了吗？
i_0789ad05941a,现在正在查。稍等一会儿。
i_8b39380084a8,（你）知道下个月清水先生要结婚吗？
i_d2479e899597,知道。刚刚听说的。
i_db17239ebc4f,小李，这本书看好了吗？
i_a7f6fa7505ec,没有。昨天才开始看。
i_b568ea841034,对不起，（让你们）久等了。
i_75becd2e2a80,没关系。我们也刚到一会儿。
i_fb81659ccc0d,是吗。那就好。（买）票（了吗）？
i_5975c6a33ced,这就去买。
i_dddb2191dd92,那，我去买吧。（你们）在这儿等着。
i_0fe9e99ac027,这个剧场看上去挺新的。
i_998373d7f7f8,嗯，是去年刚改建的。在这以前一直是修修补补地用着清代的建筑。
i_20b12961d458,小野，（感觉）怎么样？
i_512e11a70cf3,很精彩。刚看完耳边还留着音乐的余韵呢。
i_255d2c8083d5,咦！小野呢？
i_d285d776e741,（指舞台）小野嘛，在那儿。〈现在〉正在舞台上和演员一起照相呢。
i_920b050fd7eb,小李受到部长的表扬。
i_d4bf25ab06ac,小马让森先生把照相机给弄坏了。
i_befbe3ff6546,老陈养的小鸟飞走了。
i_a58eb9741ed0,2010年将在上海举办世博会。
i_a2133cb4b13e,太田〈先生〉怎么了。没精打采的。
i_b1612f11d563,嗯。挨部长训了。
i_ab1c3cd71958,小李，（你）怎么了？
i_76c5509275fd,昨天被狗把手咬了。
i_bf7e873c0a74,周末去野营了。
i_fb7900f2dee4,是吗？很愉快吧？
i_15f415f53b02,两天都下雨，糟透了。
i_8f814154ae44,这（款）车的设计非常好。
i_bc6c461c5d3a,是的。是由日本著名设计师设计的。
i_abdfcbb89177,啊，森，辛苦了，（你回来的）这么晚呀。
i_000464f0e7e7,哎呀，真倒霉！我坐出租车回来的。（路上）给堵住了。北京的交通真够呛啊！
i_93060bfb9392,是啊。我也每天在公共汽车上被人踩脚呀。
i_4a7758fa75c7,森，被（分公司）经理叫去说了些什么？
i_c8ef688649cc,噢，我挨说了，他说我CS公司委托的调查报告（完成的）太慢了。
i_118b30051710,“CS公司”调查报告        森  健太郎
i_de6d91047eba,去年上市的饮用水有5种，其中最畅销的是中国A公司开发的“爽快”。
i_7b357a1e7573,定价最低，受到从小孩到老人的广泛欢迎。
i_b99149ca2251,前年，A公司与日本B公司在北京成立了合资公司，“爽快”是从去年起批量生产的。
i_4fa441db9425,由于从生产到上市全部采用计算机管理，大幅度降低了成本，实现了〈物美〉价廉。……
i_9c7fe6769a4e,饮用水市场今后还有增长的趋势，对新产品的要求是商品名称要有吸引力、（包装）设计简洁大方。……
i_a6221fe600bb,开着电视就出门了。
i_9e9fa6f528f1,尽管上了闹钟，今天早上还是没起来。
i_16cd1e193896,会议5点钟结束，应该快完了。
i_26084acdbd0b,小张在住院，不可能去旅行。
